city,month,temperature_celsius,humidity_percent,device_type,star_rating,usage_hours,energy_consumption_kwh
Satara,11,17.4,26.9,Desktop Computer,4,2.2,0.4907
Satara,10,19.4,67.7,Iron,4,12.7,12.6907
Mumbai,2,47.4,68.3,Microwave Oven,3,7.2,10.788
Mumbai,5,31.1,79.4,Water Heater (Geyser),5,1.9,4.0731
Satara,11,20.6,52.6,LED TV,1,5.2,0.531
Mumbai,6,33.8,78.1,Ceiling Fan,5,9.9,0.6963
Mumbai,11,28.8,67.8,Room Heater,5,3.1,5.9093
Satara,7,26.3,88.1,Air Conditioner,4,8.5,18.0345
Satara,12,41.9,21.7,Desktop Computer,2,6.1,2.0057
Mumbai,2,28.5,57.7,Refrigerator,4,21.7,3.652
Mumbai,1,29.8,42.0,Washing Machine,1,20.0,14.0815
Satara,4,31.3,20.6,Microwave Oven,5,1.4,1.5386
Mumbai,5,29.9,87.6,Air Conditioner,2,6.1,17.9332
Mumbai,2,28.9,54.3,Desktop Computer,1,4.3,1.5043
Mumbai,2,29.5,48.2,Ceiling Fan,4,5.5,0.4432
Satara,5,16.5,30.2,Iron,2,10.4,11.1183
Satara,10,24.5,52.7,Iron,4,1.4,1.3997
Mumbai,4,29.9,59.9,Iron,3,0.9,0.993
Mumbai,1,24.1,57.8,LED TV,2,5.2,0.4918
Mumbai,10,31.5,73.4,Iron,5,1.3,1.2901
Mumbai,10,29.9,66.6,Washing Machine,2,1.0,0.6554
Satara,7,25.8,83.4,Refrigerator,2,21.8,4.9829
Mumbai,3,17.6,89.9,Desktop Computer,4,0.9,0.222
Satara,2,22.6,50.7,Microwave Oven,2,0.4,0.5577
Satara,10,29.5,23.9,Iron,1,9.6,11.3243
Satara,4,29.1,44.5,Washing Machine,2,1.8,1.1492
Satara,4,31.7,45.1,Washing Machine,4,0.8,0.3845
Mumbai,9,27.4,91.0,Water Heater (Geyser),4,1.9,4.4362
Satara,4,30.4,57.8,Air Conditioner,4,8.4,18.6287
Satara,8,26.8,83.0,Refrigerator,1,20.1,5.2886
Mumbai,7,27.6,92.9,Microwave Oven,4,1.2,1.5565
Satara,11,21.6,72.5,Iron,3,1.1,1.1883
Satara,8,36.3,33.9,Water Heater (Geyser),1,4.4,13.937
Satara,9,22.4,80.0,Air Conditioner,1,4.1,11.3729
Satara,3,21.6,87.8,Iron,2,14.5,17.1885
Mumbai,7,31.4,90.8,Room Heater,4,5.9,13.0594
Satara,1,22.5,61.2,Desktop Computer,1,4.2,1.4226
Satara,6,40.3,76.0,Microwave Oven,5,4.5,5.651
Mumbai,5,13.1,27.5,Refrigerator,5,6.4,0.6942
Satara,9,28.3,76.8,Refrigerator,3,20.7,4.2391
Satara,4,44.0,31.3,Iron,5,9.3,8.9113
Mumbai,11,16.5,19.5,Air Conditioner,2,15.1,29.8192
Satara,6,26.5,73.6,Washing Machine,4,1.8,0.8963
Mumbai,3,25.4,66.1,Desktop Computer,5,4.1,0.8886
Satara,2,29.2,26.3,Desktop Computer,1,9.5,3.226
Mumbai,6,32.2,77.5,Ceiling Fan,2,4.7,0.5825
Mumbai,4,20.3,83.3,Desktop Computer,1,13.9,4.7935
Satara,5,32.5,55.1,LED TV,4,6.7,0.5308
Mumbai,8,40.2,49.1,Desktop Computer,3,19.3,5.7341
Mumbai,6,33.8,84.6,Water Heater (Geyser),1,1.7,5.7494
Satara,1,14.7,21.0,Microwave Oven,5,9.3,9.2473
Satara,10,25.5,63.8,Water Heater (Geyser),3,2.8,6.9618
Mumbai,5,31.9,71.8,Refrigerator,5,22.1,3.2873
Satara,5,17.6,27.9,Room Heater,3,14.2,27.3561
Satara,11,21.5,52.9,Room Heater,4,4.2,7.8641
Mumbai,12,22.1,86.9,Ceiling Fan,3,8.3,0.7726
Satara,7,22.8,80.1,Air Conditioner,3,9.3,20.7716
Mumbai,7,30.6,95.0,Iron,3,0.5,0.5753
Satara,5,37.8,47.9,Water Heater (Geyser),2,2.0,6.0317
Mumbai,5,44.8,83.2,LED TV,3,14.1,1.3978
Satara,11,24.7,46.6,Refrigerator,3,20.4,3.7648
Satara,11,29.1,57.4,Air Conditioner,2,8.6,23.5957
Satara,6,29.3,80.8,Refrigerator,5,21.4,3.0636
Mumbai,5,45.7,29.9,Air Conditioner,2,5.2,17.8362
Satara,12,12.4,59.9,Washing Machine,5,5.7,2.1456
Mumbai,3,27.0,53.0,Water Heater (Geyser),4,2.0,4.4169
Satara,12,22.0,41.1,Air Conditioner,2,5.3,12.2034
Mumbai,3,28.0,61.8,Air Conditioner,2,6.9,18.6647
Satara,6,33.1,77.5,LED TV,2,6.9,0.7025
Mumbai,6,29.5,86.3,Room Heater,2,5.5,13.8277
Satara,11,44.5,22.5,Air Conditioner,4,12.4,32.4853
Mumbai,4,28.2,60.9,LED TV,1,2.2,0.2358
Satara,12,25.4,48.5,Air Conditioner,4,2.6,5.107
Mumbai,3,26.0,79.0,LED TV,2,5.9,0.5977
Satara,7,12.2,60.5,Microwave Oven,5,8.1,8.5631
Satara,1,21.2,49.1,Water Heater (Geyser),1,1.1,3.0545
Mumbai,11,35.1,89.4,Iron,2,2.3,2.8265
Satara,9,25.7,76.5,Iron,3,1.0,1.1049
Mumbai,2,42.9,68.5,Microwave Oven,2,11.0,17.6502
Mumbai,11,34.8,24.5,Refrigerator,5,7.4,1.0691
Mumbai,11,38.3,89.5,Desktop Computer,4,4.2,1.1718
Mumbai,2,24.9,62.3,Air Conditioner,5,4.4,7.4944
Satara,7,27.1,77.0,Room Heater,3,4.8,10.9662
Satara,12,28.6,83.5,Room Heater,1,6.0,15.8188
Satara,1,20.7,33.5,Microwave Oven,1,0.8,1.1521
Satara,11,12.6,31.3,LED TV,5,23.9,1.4941
Mumbai,7,28.6,88.8,Microwave Oven,5,1.2,1.4219
Satara,8,12.2,35.5,Ceiling Fan,5,3.7,0.1678
Satara,12,20.1,49.6,Desktop Computer,2,7.6,2.2923
Mumbai,8,28.1,90.7,Iron,1,1.1,1.3894
Satara,2,27.0,46.9,Ceiling Fan,5,12.2,0.7464
Satara,2,22.9,45.7,Room Heater,5,3.0,5.2261
Satara,8,13.1,30.5,Desktop Computer,4,11.8,2.568
Mumbai,8,28.5,93.9,Refrigerator,4,20.4,3.7104
Satara,8,23.7,76.3,LED TV,5,3.4,0.2433
Mumbai,6,34.3,86.8,Refrigerator,2,20.5,5.3359
Mumbai,11,30.8,64.1,Air Conditioner,4,9.4,21.1104
Mumbai,3,28.7,27.9,Refrigerator,4,23.5,3.7894
Mumbai,12,27.5,65.8,Microwave Oven,5,23.5,26.9018
Mumbai,10,29.7,78.8,Iron,2,1.3,1.5835
Mumbai,5,29.3,71.7,Air Conditioner,3,2.4,6.0889
Satara,10,23.2,62.4,Water Heater (Geyser),3,2.3,5.5767
Satara,4,31.4,23.0,Desktop Computer,1,4.7,1.6005
Satara,9,26.6,87.1,Iron,2,0.4,0.4809
Satara,3,38.1,48.7,Room Heater,3,21.2,51.4094
Mumbai,1,23.7,65.3,Washing Machine,3,1.3,0.7279
Mumbai,3,45.4,87.7,Air Conditioner,2,18.9,70.6052
Mumbai,4,17.6,29.9,Desktop Computer,3,6.5,1.6844
Satara,9,21.8,80.9,Refrigerator,1,21.7,5.3361
Mumbai,11,27.1,88.2,Water Heater (Geyser),1,1.0,3.1602
Mumbai,5,34.1,71.9,LED TV,3,7.2,0.6656
Mumbai,2,12.6,72.9,LED TV,5,22.3,1.5089
Mumbai,3,31.5,67.4,Ceiling Fan,3,15.0,1.5662
Satara,3,28.8,29.3,Microwave Oven,3,1.5,1.9703
Satara,8,25.8,81.7,Room Heater,4,3.2,6.5096
Mumbai,11,42.7,70.1,Ceiling Fan,2,21.1,3.0702
Satara,4,31.0,31.8,Desktop Computer,1,6.8,2.3131
Mumbai,4,16.7,77.0,Water Heater (Geyser),3,22.7,51.3953
Satara,8,25.1,83.5,Refrigerator,3,21.6,4.3728
Mumbai,6,32.3,74.5,Ceiling Fan,4,5.5,0.4916
Satara,4,28.2,35.6,Air Conditioner,5,9.9,17.5674
Satara,4,34.3,47.0,Ceiling Fan,1,5.1,0.7436
Mumbai,7,29.3,93.1,Iron,4,1.5,1.604
Mumbai,3,23.5,74.8,Air Conditioner,4,13.4,26.2549
Satara,8,22.7,84.2,Room Heater,1,1.5,3.8314
Satara,6,15.8,63.6,Air Conditioner,1,5.7,12.831
Mumbai,6,24.1,79.7,Ceiling Fan,5,6.8,0.4174
Mumbai,6,33.5,80.5,Iron,3,1.2,1.3606
Mumbai,6,29.9,76.7,Air Conditioner,5,7.1,13.6591
Mumbai,11,30.1,73.0,Ceiling Fan,4,9.0,0.7787
Mumbai,5,28.8,82.2,LED TV,1,4.9,0.536
Satara,7,27.8,87.5,Ceiling Fan,2,6.5,0.7754
Satara,1,11.8,63.5,Desktop Computer,5,10.2,2.0059
Mumbai,8,29.3,93.3,Iron,2,1.5,1.8536
Mumbai,3,47.3,83.8,Desktop Computer,3,16.7,5.5015
Satara,9,27.5,73.0,Refrigerator,5,20.5,2.8939
Mumbai,6,30.6,86.9,Air Conditioner,3,7.5,19.8274
Satara,5,33.5,60.1,Air Conditioner,4,9.7,22.4815
Satara,11,23.9,52.5,Air Conditioner,4,4.3,8.1742
Satara,12,21.9,46.6,Room Heater,5,1.8,3.101
Mumbai,1,23.7,56.0,Desktop Computer,5,7.3,1.5172
Satara,9,21.4,72.2,LED TV,3,7.2,0.6333
Satara,7,39.1,28.7,Iron,3,1.6,1.7285
Mumbai,12,13.4,39.9,Iron,5,18.8,16.0582
Satara,12,15.1,57.1,LED TV,5,2.3,0.1494
Mumbai,8,28.8,89.7,Washing Machine,3,1.3,0.7777
Satara,3,32.6,36.3,Microwave Oven,1,1.1,1.6776
Satara,6,24.5,54.5,Refrigerator,1,2.7,0.6566
Satara,1,26.4,36.4,Water Heater (Geyser),3,2.4,5.766
Satara,10,27.2,69.6,Washing Machine,2,1.5,0.9668
Satara,3,26.3,44.7,Water Heater (Geyser),5,1.7,3.2487
Satara,7,25.1,87.0,Iron,5,1.0,1.0062
Satara,1,44.6,54.0,Water Heater (Geyser),1,22.2,78.8605
Mumbai,12,25.6,73.1,Desktop Computer,3,8.9,2.5534
Mumbai,5,30.1,66.3,Iron,2,0.7,0.8178
Mumbai,1,28.6,93.9,Air Conditioner,3,6.2,15.9964
Mumbai,5,29.3,74.6,Refrigerator,2,21.4,5.1119
Mumbai,4,33.3,63.3,LED TV,1,4.2,0.4628
Satara,6,28.4,73.7,Microwave Oven,5,0.7,0.8123
Satara,6,28.3,86.4,Washing Machine,1,2.0,1.5195
Mumbai,3,27.2,55.6,Microwave Oven,3,16.7,22.5627
Mumbai,4,43.2,78.8,Washing Machine,3,12.6,8.023
Mumbai,8,29.9,94.7,Water Heater (Geyser),1,1.7,5.5714
Satara,6,10.4,49.1,LED TV,1,12.9,1.2354
Mumbai,9,30.4,87.9,LED TV,4,2.9,0.2428
Mumbai,9,28.9,87.6,Refrigerator,4,20.1,3.5375
Satara,5,32.2,32.9,Iron,3,1.4,1.4814
Satara,2,23.6,46.3,Refrigerator,3,20.7,3.8113
Mumbai,10,30.8,78.1,Refrigerator,1,21.7,5.9492
Mumbai,8,30.9,92.0,Air Conditioner,4,8.8,20.4183
Satara,3,25.5,41.8,Air Conditioner,1,4.9,13.5667
Satara,11,24.2,54.2,Microwave Oven,2,1.2,1.7017
Satara,8,39.4,20.7,Microwave Oven,2,10.5,15.3755
Satara,6,29.9,71.2,Water Heater (Geyser),4,1.8,4.2521
Mumbai,2,29.3,73.3,Ceiling Fan,5,14.5,0.9573
Satara,1,19.0,38.5,Microwave Oven,4,0.3,0.3444
Satara,4,35.9,65.8,Air Conditioner,3,5.3,14.7724
Satara,12,17.6,80.5,Ceiling Fan,4,22.6,1.5645
Satara,3,29.8,29.8,LED TV,2,7.2,0.6871
Satara,9,20.3,46.9,Ceiling Fan,4,4.4,0.3001
Satara,4,32.2,49.0,LED TV,5,6.4,0.4489
Satara,11,23.1,61.8,Water Heater (Geyser),4,2.9,6.1706
Mumbai,10,17.5,41.8,Microwave Oven,3,19.2,23.6867
Satara,9,42.5,82.7,Room Heater,1,0.6,1.8141
Mumbai,11,38.6,34.6,Room Heater,5,16.4,32.095
Satara,3,28.2,54.6,Air Conditioner,4,11.9,24.7807
Mumbai,5,34.7,79.9,LED TV,2,3.3,0.3433
Mumbai,2,12.0,72.4,LED TV,4,11.7,0.8885
Mumbai,5,39.7,68.1,Iron,2,16.6,20.489
Satara,3,29.2,40.4,Ceiling Fan,3,9.5,0.9259
Satara,1,25.5,37.2,Water Heater (Geyser),2,2.4,6.3124
Mumbai,10,33.0,79.8,Desktop Computer,5,4.8,1.093
Mumbai,12,24.8,59.1,Desktop Computer,5,5.7,1.2047
Mumbai,10,44.7,37.1,Refrigerator,4,14.0,2.767
Mumbai,12,26.9,60.1,Water Heater (Geyser),4,3.0,6.6614
Satara,4,11.7,28.1,Refrigerator,2,10.5,1.7986
Satara,9,26.5,67.3,Washing Machine,2,0.6,0.3941
Mumbai,2,25.8,69.5,Air Conditioner,3,3.4,7.9127
Satara,6,28.7,86.5,Washing Machine,2,1.9,1.2952
Satara,10,24.3,58.5,Washing Machine,2,1.1,0.6911
Mumbai,8,29.7,86.9,Iron,4,0.7,0.7458
Satara,11,43.4,20.8,Iron,3,16.5,17.8948
Mumbai,2,22.6,60.8,Water Heater (Geyser),4,1.7,3.6013
Satara,8,33.7,91.1,Microwave Oven,1,15.7,26.4444
Mumbai,12,27.4,64.7,Ceiling Fan,1,4.1,0.5393
Mumbai,12,28.2,51.2,Iron,3,0.3,0.3258
Satara,6,29.5,81.7,Room Heater,5,4.6,8.939
Mumbai,8,27.9,87.9,Washing Machine,5,1.5,0.6403
Mumbai,5,40.0,21.0,LED TV,5,2.1,0.1456
Satara,6,33.8,16.0,Refrigerator,2,23.3,5.3397
Satara,12,17.0,41.2,Microwave Oven,1,1.1,1.5744
Mumbai,9,27.7,82.1,Water Heater (Geyser),4,1.2,2.8105
Satara,6,27.9,70.2,Refrigerator,2,20.7,4.8799
Satara,2,26.5,32.9,Iron,3,0.5,0.5213
Mumbai,4,44.7,30.6,Room Heater,3,14.9,36.2842
Satara,7,26.3,80.6,LED TV,1,4.2,0.4519
Satara,12,20.5,60.3,Ceiling Fan,1,14.7,1.7203
Mumbai,5,30.7,62.7,Microwave Oven,3,0.9,1.2355
Satara,6,27.6,86.2,Refrigerator,1,21.0,5.6046
Mumbai,8,40.5,61.4,Room Heater,4,23.0,52.3137
Mumbai,3,28.2,67.2,Washing Machine,5,1.9,0.7705
Satara,4,31.5,44.6,Air Conditioner,1,9.2,28.0527
Satara,2,24.4,47.0,Air Conditioner,2,6.0,14.6213
Mumbai,11,13.6,72.3,Desktop Computer,4,7.9,1.8296
Satara,11,21.7,68.7,Refrigerator,4,21.1,3.296
Satara,6,28.7,64.3,Iron,2,1.2,1.3826
Satara,12,23.9,42.0,LED TV,2,2.2,0.2038
Mumbai,12,40.8,88.4,Air Conditioner,2,7.9,27.9729
Mumbai,11,11.7,32.2,Room Heater,4,18.8,30.4553
Mumbai,10,33.5,85.1,Air Conditioner,4,5.4,13.1639
Mumbai,1,24.7,64.3,Microwave Oven,2,0.9,1.2979
Satara,12,24.2,45.6,Iron,3,1.3,1.3677
Mumbai,1,28.6,32.7,Ceiling Fan,5,23.7,1.4638
Mumbai,4,27.6,57.1,LED TV,2,6.2,0.5978
Satara,10,40.9,21.7,Ceiling Fan,1,18.2,2.7208
Satara,4,29.8,36.4,LED TV,1,6.8,0.6967
Satara,6,26.7,74.5,Refrigerator,5,22.2,3.0993
Satara,4,21.8,42.0,Water Heater (Geyser),4,5.3,10.9622
Mumbai,7,30.9,93.8,Iron,1,0.8,1.0503
Mumbai,7,29.4,98.0,Water Heater (Geyser),3,1.5,3.9775
Mumbai,10,32.3,73.6,Desktop Computer,5,9.9,2.2644
Satara,7,24.1,85.0,Washing Machine,3,0.9,0.5256
Satara,1,25.0,45.6,Washing Machine,4,1.0,0.4809
Satara,10,32.4,42.8,LED TV,3,3.2,0.2821
Satara,8,25.6,85.4,Washing Machine,3,0.5,0.2953
Satara,7,28.1,81.8,Air Conditioner,5,10.9,20.6644
Mumbai,8,22.9,27.0,Desktop Computer,3,14.7,3.8375
Satara,9,23.8,82.3,Washing Machine,5,0.6,0.2468
Satara,5,32.1,53.5,Refrigerator,4,23.9,4.2436
Mumbai,1,25.4,62.3,Refrigerator,3,23.1,4.4201
Satara,3,27.9,37.1,Refrigerator,4,23.0,3.7324
Mumbai,5,47.8,58.5,Washing Machine,5,11.6,5.1999
Satara,8,29.4,28.7,Microwave Oven,5,2.2,2.4169
Satara,12,19.3,42.4,Desktop Computer,4,7.3,1.6701
Satara,8,23.0,84.9,Desktop Computer,4,3.6,0.9098
Satara,3,27.7,32.5,Iron,1,1.5,1.7784
Satara,6,30.4,82.1,Iron,4,0.5,0.5313
Mumbai,5,32.1,79.8,Water Heater (Geyser),3,0.6,1.6265
Satara,5,40.3,63.9,Ceiling Fan,3,13.0,1.5497
Mumbai,8,30.5,27.3,Microwave Oven,5,19.6,21.8084
Satara,8,24.4,83.7,LED TV,2,4.9,0.4989
Satara,3,10.7,26.4,LED TV,3,5.7,0.4369
Satara,7,31.6,89.3,Room Heater,2,15.8,39.8918
Satara,11,24.7,43.1,Room Heater,5,2.7,4.6637
Mumbai,8,28.6,87.1,Ceiling Fan,4,8.8,0.761
Satara,9,28.9,76.3,Room Heater,4,1.8,3.7581
Satara,1,19.2,57.1,Water Heater (Geyser),3,1.9,4.2985
Satara,6,28.2,63.9,Ceiling Fan,2,11.0,1.3151
Mumbai,1,23.8,68.8,Microwave Oven,5,1.1,1.2256
Mumbai,7,29.6,93.3,LED TV,5,6.4,0.4802
Mumbai,1,25.0,64.1,Air Conditioner,2,6.1,15.3318
Mumbai,9,30.0,78.3,Washing Machine,1,0.6,0.4503
Mumbai,6,45.5,26.8,LED TV,3,19.5,1.7785
Satara,1,24.0,53.4,LED TV,2,7.0,0.6513
Mumbai,7,27.0,83.9,Iron,5,0.4,0.4014
Satara,3,32.8,21.7,Microwave Oven,5,0.6,0.6659
Mumbai,10,17.8,54.5,Room Heater,4,11.3,20.8333
Mumbai,2,35.6,81.1,Refrigerator,5,16.3,2.544
Satara,11,22.4,51.4,LED TV,3,2.6,0.2204
Satara,6,19.6,77.6,Washing Machine,4,12.8,6.1322
Mumbai,12,37.3,55.4,Room Heater,3,21.8,51.4036
Satara,4,18.6,23.3,Iron,2,1.6,1.6694
Mumbai,12,23.9,54.1,Microwave Oven,4,1.4,1.6737
Mumbai,5,16.0,67.6,Microwave Oven,1,20.9,31.3469
Satara,1,18.5,65.5,Air Conditioner,4,8.2,13.9592
Mumbai,10,18.2,19.6,Water Heater (Geyser),5,16.0,26.7529
Satara,9,22.6,75.1,Microwave Oven,2,1.5,2.1629
Mumbai,10,32.2,77.1,Refrigerator,5,23.6,3.5661
Satara,6,26.6,83.5,LED TV,1,2.9,0.3148
Mumbai,1,25.7,59.8,LED TV,2,2.8,0.2715
Satara,11,13.0,53.1,Ceiling Fan,2,3.0,0.2633
Satara,11,42.5,22.8,Room Heater,2,21.3,54.872
Satara,12,22.3,47.5,Washing Machine,3,0.5,0.2721
Satara,3,20.9,47.4,Microwave Oven,4,2.3,2.7196
Satara,12,22.3,67.0,Desktop Computer,5,3.0,0.6259
Satara,1,47.0,85.8,Microwave Oven,1,11.6,20.7003
Satara,7,24.0,83.4,Refrigerator,5,22.2,3.0447
Mumbai,12,29.8,48.8,Air Conditioner,5,3.5,6.5697
Satara,1,25.6,55.3,Air Conditioner,1,5.7,15.9268
Satara,4,29.4,33.6,Iron,5,1.3,1.1967
Satara,4,27.2,51.9,Ceiling Fan,4,12.3,0.9905
Satara,2,25.8,44.8,Water Heater (Geyser),5,1.4,2.6643
Satara,4,25.6,29.9,Water Heater (Geyser),1,1.3,3.6668
Mumbai,10,34.0,78.8,Room Heater,4,2.8,6.1807
Mumbai,5,38.3,74.7,Water Heater (Geyser),5,16.3,37.9969
Satara,2,25.4,45.9,Air Conditioner,5,7.2,12.2308
Satara,4,32.4,38.6,Microwave Oven,5,1.1,1.2273
Mumbai,9,27.7,15.7,Iron,4,13.0,12.5473
Mumbai,8,27.2,88.9,Washing Machine,2,1.1,0.7428
Satara,1,22.7,56.9,Ceiling Fan,5,14.4,0.8331
Mumbai,4,30.9,76.9,Air Conditioner,5,3.9,7.5487
Mumbai,5,35.7,62.5,Air Conditioner,5,12.0,25.7378
Mumbai,2,26.4,61.2,Water Heater (Geyser),2,1.4,3.8367
Mumbai,12,14.9,84.5,LED TV,5,1.8,0.1247
Satara,4,29.8,56.1,Microwave Oven,3,0.6,0.8289
Satara,4,30.4,43.4,Microwave Oven,1,16.8,25.9767
Mumbai,7,30.1,86.4,Room Heater,1,2.4,6.6613
Mumbai,10,31.7,82.7,Air Conditioner,2,10.4,31.1451
Satara,10,29.2,60.9,Microwave Oven,4,1.5,1.892
Satara,10,32.3,56.1,Water Heater (Geyser),1,2.3,7.1868
Mumbai,7,25.8,43.9,Water Heater (Geyser),5,4.8,9.2832
Satara,7,24.4,84.2,Air Conditioner,2,7.2,18.3254
Mumbai,3,37.2,28.7,Desktop Computer,1,3.0,1.0512
Mumbai,3,27.7,59.8,Microwave Oven,4,0.9,1.135
Satara,2,25.4,30.2,Desktop Computer,3,5.8,1.5641
Mumbai,12,29.2,66.0,LED TV,3,2.7,0.2415
Mumbai,4,33.4,64.5,Ceiling Fan,4,13.6,1.1863
Satara,12,21.0,45.1,Water Heater (Geyser),1,1.6,4.393
Satara,2,25.0,29.5,Desktop Computer,1,2.1,0.6891
Satara,6,31.5,81.0,Refrigerator,5,22.5,3.4383
Satara,1,21.2,57.4,Desktop Computer,1,3.0,1.0017
Satara,7,27.4,70.9,Refrigerator,3,24.0,4.808
Mumbai,3,14.6,55.8,LED TV,3,14.3,1.1978
Mumbai,11,29.7,59.7,Desktop Computer,5,3.9,0.8444
Mumbai,11,28.7,80.0,Refrigerator,3,20.5,4.248
Satara,6,27.6,82.7,Ceiling Fan,5,4.8,0.3155
Mumbai,11,32.8,69.2,LED TV,3,2.8,0.2598
Mumbai,2,25.5,56.0,LED TV,4,4.4,0.3458
Satara,10,19.2,91.0,Ceiling Fan,2,17.5,1.8778
Satara,2,32.6,79.8,Air Conditioner,3,11.5,31.4396
Satara,12,27.2,51.6,Water Heater (Geyser),4,2.0,4.389
Satara,1,26.0,46.2,Iron,4,0.9,0.8996
Satara,3,31.0,37.2,LED TV,1,4.8,0.5054
Satara,10,26.4,61.7,Washing Machine,4,1.0,0.4932
Satara,2,33.5,87.1,Ceiling Fan,2,2.5,0.3305
Satara,9,25.5,74.4,Water Heater (Geyser),3,0.8,2.0073
Mumbai,9,19.1,16.9,Room Heater,5,1.5,2.3523
Mumbai,4,31.0,71.4,Microwave Oven,4,1.4,1.8046
Satara,9,27.1,83.0,Microwave Oven,2,1.1,1.6624
Mumbai,5,30.4,68.6,Iron,5,0.8,0.7797
Mumbai,12,25.8,54.1,Desktop Computer,5,2.6,0.5571
Mumbai,7,23.1,82.6,Air Conditioner,4,2.6,5.1063
Mumbai,12,29.5,78.5,Water Heater (Geyser),3,0.9,2.3851
Mumbai,2,23.7,73.8,Room Heater,5,4.4,8.0432
Satara,6,28.4,79.9,Washing Machine,4,0.9,0.4584
Satara,4,32.2,44.4,Iron,2,0.3,0.3429
Satara,11,17.4,34.0,Air Conditioner,3,19.2,35.0869
Satara,3,30.6,56.2,Room Heater,5,2.0,3.8457
Satara,10,25.7,56.7,Water Heater (Geyser),5,2.6,4.9593
Satara,8,35.0,60.8,Desktop Computer,4,19.9,5.1563
Satara,3,45.2,32.9,Ceiling Fan,4,16.9,1.6407
Mumbai,6,33.1,81.5,Iron,2,0.7,0.85
Mumbai,6,33.4,34.5,Air Conditioner,3,23.7,60.1326
Mumbai,12,27.4,70.7,Water Heater (Geyser),3,2.8,7.1867
Mumbai,3,45.1,70.1,Air Conditioner,5,3.5,8.7937
Satara,3,25.9,45.1,Air Conditioner,5,3.1,5.1674
Mumbai,4,23.2,17.9,Iron,2,4.9,5.1449
Mumbai,6,31.3,85.0,Air Conditioner,4,9.0,21.2098
Satara,5,36.8,45.5,Desktop Computer,3,4.8,1.4056
Mumbai,10,34.6,71.5,Desktop Computer,2,22.6,7.5124
Satara,7,26.1,80.2,Room Heater,3,3.0,6.7765
Mumbai,12,30.5,74.4,Desktop Computer,1,5.0,1.8601
Satara,5,30.0,55.6,Water Heater (Geyser),4,1.0,2.2843
Mumbai,9,29.9,74.2,Water Heater (Geyser),1,1.5,4.7334
Satara,9,38.8,61.5,Water Heater (Geyser),3,5.5,15.5539
Mumbai,12,26.8,68.0,LED TV,1,4.5,0.4792
Satara,1,18.3,45.8,Refrigerator,5,21.1,2.4408
Mumbai,12,29.4,53.1,Desktop Computer,1,8.6,3.0696
Satara,3,27.3,34.5,Microwave Oven,3,0.3,0.3886
Mumbai,6,29.4,80.7,Iron,3,0.9,1.0172
Satara,10,17.2,67.6,Ceiling Fan,3,19.2,1.6052
Satara,11,25.1,39.1,LED TV,1,8.8,0.8863
Satara,2,20.4,49.6,Washing Machine,3,1.4,0.773
Satara,4,31.6,36.1,Room Heater,5,4.1,7.5185
Satara,5,36.9,42.6,Water Heater (Geyser),2,0.7,2.0735
Satara,10,25.5,62.8,Air Conditioner,3,7.3,16.6897
Mumbai,7,28.3,88.8,Ceiling Fan,4,6.1,0.5156
Satara,5,30.3,66.3,Room Heater,3,3.8,8.5865
Satara,12,19.7,47.3,Desktop Computer,2,2.4,0.7097
Mumbai,4,46.9,49.5,Room Heater,3,23.3,60.1024
Mumbai,12,10.1,94.8,Air Conditioner,5,5.5,6.7799
Satara,6,28.0,81.2,Water Heater (Geyser),4,2.4,5.5354
Mumbai,2,36.3,51.6,Refrigerator,2,5.8,1.4223
Satara,10,11.3,82.3,Refrigerator,2,19.7,3.6829
Satara,5,12.5,49.9,Desktop Computer,4,4.9,1.1157
Mumbai,11,29.2,75.9,Desktop Computer,4,2.5,0.6456
Mumbai,9,22.6,54.6,Desktop Computer,4,1.8,0.4191
Satara,6,35.6,80.6,Refrigerator,5,6.9,1.0819
Mumbai,3,29.7,57.1,Desktop Computer,5,6.3,1.3604
Satara,5,23.3,32.5,Iron,1,2.0,2.3046
Mumbai,9,44.5,47.9,Desktop Computer,1,20.5,7.7266
Satara,11,40.7,44.2,Desktop Computer,4,4.9,1.2843
Mumbai,4,33.2,64.0,LED TV,4,3.5,0.2914
Satara,12,21.5,44.0,Room Heater,5,3.1,5.3314
Satara,10,24.2,63.8,Water Heater (Geyser),4,11.0,23.9992
Mumbai,12,27.4,67.5,Iron,2,1.3,1.5047
Mumbai,5,32.8,71.2,Iron,5,1.3,1.2972
Satara,8,24.7,78.6,Room Heater,2,5.3,12.8848
Mumbai,1,24.7,58.1,Room Heater,5,3.0,5.4275
Mumbai,5,29.3,62.8,Desktop Computer,1,6.3,2.268
Satara,9,26.0,76.5,Air Conditioner,2,11.7,30.6145
Mumbai,12,27.5,70.0,Water Heater (Geyser),4,1.9,4.3628
Mumbai,10,29.4,76.0,Refrigerator,3,22.9,4.7589
Mumbai,8,29.2,90.6,Washing Machine,3,1.9,1.1353
Mumbai,6,32.5,81.8,Water Heater (Geyser),4,2.0,4.9292
Satara,8,23.8,83.6,Washing Machine,2,0.6,0.3962
Mumbai,3,23.9,64.5,Air Conditioner,2,4.2,10.3606
Mumbai,11,30.3,63.1,Water Heater (Geyser),4,1.5,3.5007
Mumbai,10,30.9,70.7,Microwave Oven,5,1.2,1.4347
Satara,3,42.9,84.2,Ceiling Fan,3,14.5,1.8775
